customer_id	customer_name	customer_city	customer_state	customer_zipcode
11709	Mary Harrison	Caguas	PR	725
3540	Nicole Bishop	Caguas	PR	725
8506	Elizabeth Smith	Caguas	PR	725
10695	Andrew Smith	Chicago	IL	60647
6237	Bobby Anderson	El Cajon	CA	92020
6748	Keith Smith	Greensboro	NC	27406
12209	Jerry Hobbs	Rio Rancho	NM	87124
9119	Mary Smith	La Crosse	WI	54601
6879	Mark Mcguire	Sanford	NC	27330
4201	Mary Smith	Caguas	PR	725
9481	Julie Smith	Lynnwood	WA	98037
1634	Jason Riggs	Morrisville	PA	19067
10413	Mary Smith	Caguas	PR	725
4085	Mary Carr	Panorama City	CA	91402
7965	Mary Hunter	Hialeah	FL	33012
12110	Lisa Smith	Caguas	PR	725
8705	Patricia Smith	Stockton	CA	95207
9440	Mary Leonard	Caguas	PR	725
11345	John Mathis	Fargo	ND	58103
236	Ashley Clark	Caguas	PR	725
8231	Mary Jones	Marietta	GA	30067
4971	Mary Hogan	Caguas	PR	725
1156	Mary Terrell	Caguas	PR	725
12337	Mary Davis	Chicago	IL	60637
4604	Mary Pearson	Brooklyn	NY	11216
131	Brenda Cline	Methuen	MA	1844
11261	Robert Smith	Caguas	PR	725
5612	Mary Huang	Caguas	PR	725
7535	Sarah Browning	Honolulu	HI	96822
530	Mary Smith	Newark	NJ	7104
5960	Margaret Smith	Round Rock	TX	78664
11479	Debra Johnson	Caguas	PR	725
11799	Mary Tate	Brooklyn	NY	11201
1076	Tyler Thompson	Fort Worth	TX	76116
5140	Mary Walton	Morristown	NJ	7960
2251	Gregory Manning	Caguas	PR	725
1598	Mary Green	Rego Park	NY	11374
1170	Daniel Villarreal	Morristown	NJ	7960
129	Crystal Smith	Caguas	PR	725
6039	Theresa Mills	Caguas	PR	725
1220	Samantha Terry	Muskegon	MI	49442
10189	Harry Chung	Mililani	HI	96789
2300	Patrick Williamson	Caguas	PR	725
3669	Mary Soto	San Bernardino	CA	92410
580	Kimberly Lee	Caguas	PR	725
6099	Helen Smith	Caguas	PR	725
4327	Sarah Greene	Caguas	PR	725
10447	Mary Smith	Caguas	PR	725
9377	Carol Leach	Philadelphia	PA	19140
3164	Karen Smith	Woonsocket	RI	2895
31	Mary Byrd	Albuquerque	NM	87111
1515	Crystal Peters	Massapequa	NY	11758
10019	Victoria Obrien	Rome	NY	13440
9674	Sean Smith	Taylor	MI	48180
2527	Heather Smith	Caguas	PR	725
6101	Mary Smith	Los Angeles	CA	90033
2159	Kimberly Sweeney	North Richland Hills	TX	76180
12052	Mary Burke	Caguas	PR	725
11697	Jessica Thomas	Laguna Niguel	CA	92677
11234	Martha Smith	Baltimore	MD	21215
1295	Theresa Lopez	Winnetka	CA	91306
10826	Mary Hanson	Caguas	PR	725
5274	Michael Beard	Caguas	PR	725
10225	Diane English	Caguas	PR	725
9461	Mary Hoover	Caguas	PR	725
2420	Mary Smith	Weslaco	TX	78596
10963	Amber Smith	Meridian	ID	83642
11107	Melissa Smith	Brooklyn	NY	11238
8158	Donald Pugh	Caguas	PR	725
6644	Judith Phillips	Quincy	MA	2169
8641	David Smith	Caguas	PR	725
5397	Mary Nelson	Baltimore	MD	21224
4814	Paul Suarez	Simi Valley	CA	93065
5921	Mary Buchanan	Caguas	PR	725
1805	Mary Porter	Caguas	PR	725
10282	Mary Roberts	Caguas	PR	725
1591	Charles Johnson	Caguas	PR	725
11981	Mary Smith	Baltimore	MD	21215
2168	Mary Reynolds	Caguas	PR	725
7983	Heather Merritt	New York	NY	10009
8942	Robert Smith	Caguas	PR	725
5725	Mary Smith	Brooklyn	NY	11219
12357	Harry Smith	Morristown	NJ	7960
8530	William Smith	Highland	CA	92346
8892	Russell Dennis	Manati	PR	674
7716	David Middleton	Caguas	PR	725
8974	Mary Schultz	Longmont	CO	80501
5413	Mary Smith	Chicago	IL	60643
4617	Jason Keller	Toa Baja	PR	949
4234	Dorothy Spencer	Lilburn	GA	30047
7049	Justin Graham	Caguas	PR	725
8784	Jonathan Smith	Caguas	PR	725
1870	Tiffany Greer	Amarillo	TX	79109
10065	Betty Padilla	Caguas	PR	725
6694	John Evans	Caguas	PR	725
1215	Joe Hart	Las Vegas	NV	89123
7544	Barbara Smith	Detroit	MI	48238
11788	Dennis Marsh	Florissant	MO	63033
7173	Mary Glass	Salem	OR	97303
3308	Aaron Smith	Annandale	VA	22003
1613	Mary Smith	Caguas	PR	725
4278	Andrew Smith	Opelousas	LA	70570
369	Madison Sheppard	Chicago	IL	60624
3437	Mary Massey	Caguas	PR	725
3846	Ronald Lewis	Ontario	CA	91764
7458	Philip Williams	Caguas	PR	725
7622	Mary Hodges	Caguas	PR	725
8180	Albert Smith	Brooklyn	NY	11223
5907	Mary Proctor	Caguas	PR	725
10476	John Hodges	Cerritos	CA	90703
3557	Benjamin Clarke	Las Vegas	NV	89103
3610	Jordan Smith	Stafford	VA	22554
651	Mary Smith	Santa Fe	NM	87505
8757	Tyler Gutierrez	Aurora	CO	80012
5473	Randy Smith	Caguas	PR	725
12057	Tyler Sims	Brooklyn	NY	11216
4074	Barbara Smith	West Chester	PA	19382
10243	Donna Anderson	Los Angeles	CA	90034
11595	Zachary Jones	Modesto	CA	95355
11893	Mary Graves	Caguas	PR	725
2402	Mary Smith	Caguas	PR	725
847	Jerry Ferguson	San Diego	CA	92102
10303	Shawn Smith	Caguas	PR	725
8695	Larry Thomas	Caguas	PR	725
3440	Mary Edwards	Salinas	CA	93905
208	Mary Smith	Bayamon	PR	957
3400	Frank Lewis	Moreno Valley	CA	92557
6075	Mary Smith	Austin	TX	78753
281	Stephanie Smith	Juana Diaz	PR	795
2643	David Smith	Caguas	PR	725
253	Nancy Smith	Caguas	PR	725
6939	Amber Jimenez	Caguas	PR	725
11245	Debra Washington	Caguas	PR	725
6262	Mary Brennan	Caguas	PR	725
3167	Janice Ward	Caguas	PR	725
8568	Catherine Beck	Escondido	CA	92027
337	Mary Neal	New Haven	CT	6511
10207	Janet Smith	Nashville	TN	37211
7677	Mary Bonilla	Chicago	IL	60634
1712	Megan Brown	Lansdale	PA	19446
6529	Aaron Smith	Caguas	PR	725
1342	Laura Savage	Saint Peters	MO	63376
2791	Martha Smith	Caguas	PR	725
3713	Helen Smith	Chicago	IL	60657
11916	Mary Smith	Cincinnati	OH	45238
1069	Mary Daniel	Stockbridge	GA	30281
9919	Mary Daniel	Raleigh	NC	27606
10172	Mary Pugh	San Jose	CA	95127
5188	Margaret Grant	Toa Baja	PR	949
2459	Robert Lyons	Caguas	PR	725
4659	Paul Smith	Caguas	PR	725
4095	Mary Lewis	Caguas	PR	725
2099	Dylan Preston	Caguas	PR	725
1582	Carol Merritt	Caguas	PR	725
8791	Beverly Ali	Caguas	PR	725
10175	Michael Gibson	Brooklyn	NY	11226
665	Mary Smith	Caguas	PR	725
11363	Frank Paul	Garland	TX	75040
7580	Joseph Porter	Caguas	PR	725
4261	Amber Nguyen	Canton	MI	48187
11399	Mary Martinez	Redmond	WA	98052
6356	Mary Smith	Annapolis	MD	21401
4539	Jacqueline James	Houston	TX	77083
10968	Diana Smith	Elgin	IL	60120
2590	Mary Andrade	Caguas	PR	725
4144	David Collins	Caguas	PR	725
12387	Mary Archer	Irwin	PA	15642
4884	Mary Wall	Caguas	PR	725
5196	Mary Smith	South San Francisco	CA	94080
5046	Mary Smith	Astoria	NY	11103
8469	Amanda Smith	Garden Grove	CA	92843
2486	Anna Mcdonald	Philadelphia	PA	19148
10087	Mary Myers	Fullerton	CA	92833
7840	Mary Smith	Caguas	PR	725
8508	Eugene Smith	New Orleans	LA	70117
3723	Mary Jones	Humacao	PR	791
3854	Mary Gilbert	Caguas	PR	725
656	Julie Smith	Pomona	CA	91767
467	James Smith	Modesto	CA	95350
11663	Emily Hill	Memphis	TN	38116
11505	Michael Schultz	Bakersfield	CA	93306
5377	Crystal Jones	Middletown	OH	45044
2901	Emma Davis	Tonawanda	NY	14150
5161	Mary Zavala	Mission Viejo	CA	92691
11404	Helen Cook	Caguas	PR	725
8867	Justin Bonilla	Caguas	PR	725
10460	Mary Morrison	New Braunfels	TX	78130
5915	Mary Hamilton	Lawrenceville	GA	30043
8498	Joseph Pennington	Baytown	TX	77520
5534	Elizabeth Smith	South El Monte	CA	91733
4929	Janet Harvey	Caguas	PR	725
9474	Keith Moore	Methuen	MA	1844
9313	Mary Krause	Caguas	PR	725
5895	Mary Sullivan	Caguas	PR	725
349	Aaron Berger	Florissant	MO	63031
979	Mary Smith	Austin	TX	78745
9272	Ronald Blackwell	Caguas	PR	725
93	Mary Robbins	Annapolis	MD	21401
11181	Mary Hernandez	Bronx	NY	10473
6226	John Jones	Weslaco	TX	78596
12334	Michael Robertson	Lancaster	CA	93535
11526	Dorothy Crawford	Caguas	PR	725
11114	Mary Owens	Columbus	OH	43230
5755	Marie Shah	Chicago	IL	60643
12116	Mary Shea	West Lafayette	IN	47906
6455	Ethan Brown	Caguas	PR	725
11628	Jennifer Edwards	Las Vegas	NV	89119
1913	Ethan Smith	Daly City	CA	94015
5229	Thomas Butler	Caguas	PR	725
9813	Mary Roth	Aurora	CO	80011
3750	Mary Smith	Caguas	PR	725
5778	Evelyn Smith	Eagle Pass	TX	78852
6520	Judy Foster	Daly City	CA	94015
917	Andrew Glenn	Palatine	IL	60067
1077	Mary Williamson	Caguas	PR	725
11487	Cheryl Evans	Caguas	PR	725
9139	Mary Galvan	Greensboro	NC	27410
2322	Zachary Smith	Walnut	CA	91789
11845	Mary Weaver	Memphis	TN	38111
11743	Alexander Smith	Caguas	PR	725
6532	Mary Dixon	Phoenix	AZ	85022
11173	Kathleen Mayer	Enfield	CT	6082
9988	Brenda Simmons	Caguas	PR	725
10952	Mary Suarez	Greeley	CO	80631
4301	Emily Smith	Newark	DE	19711
9957	Charles Bennett	Caguas	PR	725
7323	Sarah Neal	Caguas	PR	725
9948	Susan Day	Westminster	CA	92683
1095	Mary Owens	Caguas	PR	725
5448	Kelly English	Miami	FL	33126
9317	Mary Smith	Brooklyn	NY	11203
664	Bobby Jimenez	Holland	MI	49423
2559	Donna Hall	Orlando	FL	32825
5249	Robert Huffman	Sacramento	CA	95822
5720	Peter Cooper	Caguas	PR	725
6600	Arthur Smith	Escondido	CA	92026
8379	Martha Kelly	Brandon	FL	33511
8020	Joan Davis	Caguas	PR	725
10407	William Clay	West Chester	PA	19382
6196	Jennifer Stewart	Caguas	PR	725
493	Joseph Smith	Caguas	PR	725
4822	Mary Smith	Brooklyn	NY	11226
6232	Janet Webb	Los Angeles	CA	90047
2370	Mary Hurley	Poway	CA	92064
1024	Paul Alvarado	Bronx	NY	10466
2161	Mary Mercer	Bellflower	CA	90706
658	Peter Farley	Irwin	PA	15642
8765	Gary Smith	College Station	TX	77840
8346	Mary Wright	Caguas	PR	725
321	David Smith	Ann Arbor	MI	48103
5119	Brenda Miller	San Diego	CA	92109
9031	Mary Brown	Philadelphia	PA	19139
6072	Stephen Smith	Malden	MA	2148
8869	Thomas Lambert	Caguas	PR	725
3278	Patrick Anderson	Brooklyn	NY	11203
12319	Laura Woodward	Caguas	PR	725
11385	Mary Stewart	Wheeling	WV	26003
7183	Anna Smith	Hacienda Heights	CA	91745
5862	David Cantu	Caguas	PR	725
3734	Katherine Smith	Modesto	CA	95350
4041	Mary Santiago	Madison	WI	53704
3923	Mary King	Albuquerque	NM	87111
316	Mary Smith	Caguas	PR	725
8152	Nicholas Smith	Colton	CA	92324
1050	Gloria Marshall	Hamtramck	MI	48212
3281	Teresa Werner	Caguas	PR	725
11013	Andrew Nguyen	Philadelphia	PA	19139
11888	Frank Barrett	Fullerton	CA	92833
539	Marilyn Smith	Ventura	CA	93003
4535	Ruth Brown	Los Angeles	CA	90066
11589	Mary Anderson	Kent	WA	98031
10233	Mary Bennett	Far Rockaway	NY	11691
4202	Kimberly Griffin	Catonsville	MD	21228
2471	Olivia Smith	Hamtramck	MI	48212
5952	Jacob Smith	Clearfield	UT	84015
829	Mary Smith	West Orange	NJ	7052
11587	Alice Stewart	Caguas	PR	725
10652	Tammy Smith	Lenoir	NC	28645
6342	Kimberly Blair	El Paso	TX	79912
3017	Frank Thompson	Edison	NJ	8817
9141	Ronald Clark	Bakersfield	CA	93304
2496	Mary Smith	Caguas	PR	725
9011	Mary Smith	Caguas	PR	725
8939	Mary Smith	Staten Island	NY	10312
2938	Nicole Smith	Antioch	CA	94509
9326	Linda Hess	Portland	OR	97206
5222	Evelyn Vincent	Saint Louis	MO	63136
4014	Mary Smith	Dallas	TX	75217
11954	Mary Smith	Davis	CA	95616
10224	Betty Lawson	North Las Vegas	NV	89030
11808	Sharon Schultz	Hollister	CA	95023
790	Martha Robinson	Honolulu	HI	96817
2273	Jacob Smith	Caguas	PR	725
7112	Mark Harris	Caguas	PR	725
11328	Patricia Johns	Los Angeles	CA	90033
4012	Mary Smith	Roswell	GA	30075
4060	Mary Smith	Greenville	NC	27858
1382	Mary Aguilar	Caguas	PR	725
7583	Mary Pace	Asheboro	NC	27203
12332	Kelly Jones	Richmond	VA	23223
3784	Mary Sharp	Caguas	PR	725
4544	Mary Warren	Caguas	PR	725
11019	Mary Zamora	Caguas	PR	725
3794	Julia Smith	Manchester	CT	6040
2942	Mary Taylor	Caguas	PR	725
6866	Wayne Smith	Caguas	PR	725
16	Tiffany Smith	Caguas	PR	725
4592	Mary Sanchez	Bartlett	IL	60103
9007	Mary Maynard	Chicago	IL	60621
11207	Gerald Smith	Albuquerque	NM	87111
12030	Linda Smith	Placentia	CA	92870
8217	Virginia Cantrell	Sacramento	CA	95828
5797	Roy Smith	La Mirada	CA	90638
2144	Mary Trevino	Kenner	LA	70065
10547	Amy Ruiz	Bronx	NY	10473
9814	Daniel Smith	Rome	NY	13440
4143	Mary Smith	Reno	NV	89502
9805	Mary Camacho	Walnut	CA	91789
7955	Mary Rios	Caguas	PR	725
4518	Jennifer Smith	Anaheim	CA	92805
9778	Kathy Maddox	Oceanside	CA	92054
5962	Jordan Smith	Fresno	CA	93727
12219	Beverly Nguyen	Caguas	PR	725
1533	Linda Kent	Caguas	PR	725
1146	Alice Evans	Caguas	PR	725
2941	Brian Martinez	Bronx	NY	10473
59	Douglas James	Sunnyvale	CA	94086
10377	Anna Smith	Caguas	PR	725
8456	Mary Smith	Caguas	PR	725
12059	Shawn Clark	Caguas	PR	725
4124	Jerry Larsen	Caguas	PR	725
2564	Phillip Smith	Amarillo	TX	79109
1518	Jessica Smith	Baltimore	MD	21229
461	Mary Smith	Caguas	PR	725
10876	William Beasley	Caguas	PR	725
12262	Michael Gray	Caguas	PR	725
1942	Joseph Moran	Honolulu	HI	96818
1335	Mary Smith	Winter Park	FL	32792
8783	Eric Ramsey	Buena Park	CA	90620
11342	Steven Booker	Salem	OR	97303
10668	Mary Smith	Caguas	PR	725
1780	Larry Sharp	Caguas	PR	725
11786	Mary Macdonald	Caguas	PR	725
4319	Melissa Smith	Tampa	FL	33624
548	Ryan Horton	Caguas	PR	725
2043	Mary Smith	Medina	OH	44256
11513	David Smith	Caguas	PR	725
9533	Mary Hess	Caguas	PR	725
7644	Mary Freeman	Caguas	PR	725
8211	Ronald Mcneil	Caguas	PR	725
1835	Mary Smith	Buffalo	NY	14221
11696	Mary Smith	Brooklyn	NY	11206
2483	Mary Lane	Brooklyn	NY	11224
3861	Mary Smith	Caguas	PR	725
3343	Vincent Smith	Caguas	PR	725
6339	Mary Bush	Porterville	CA	93257
9371	Mary Patterson	Meridian	ID	83642
10059	Julia Smith	Orange Park	FL	32073
1075	Michelle Smith	Washington	DC	20009
1677	Virginia Robles	Caguas	PR	725
8995	Mary Smith	Mechanicsburg	PA	17055
645	Mary Conner	Cupertino	CA	95014
8260	Teresa Berg	Antioch	TN	37013
3148	Mary Barrett	Lynwood	CA	90262
10688	Pamela Rivers	Caguas	PR	725
8985	Helen Russo	Wyoming	MI	49509
3484	Rebecca Hunter	Bay Shore	NY	11706
4418	Mary Mills	Caguas	PR	725
7602	Brian Mitchell	Harlingen	TX	78550
12287	Robert Lee	Caguas	PR	725
64	Mary Reynolds	Chicago	IL	60647
5788	Mary Barrera	Indio	CA	92201
7198	Mary Day	Caguas	PR	725
5741	Mary Spencer	Los Angeles	CA	90023
11805	Anthony Smith	Corona	NY	11368
12276	Martha Smith	Caguas	PR	725
4843	Mary Sandoval	Glendale	AZ	85301
562	Mary Smith	Tracy	CA	95376
1283	Ashley White	Hawthorne	CA	90250
10269	Mary Flowers	Caguas	PR	725
803	James Hartman	Miami	FL	33177
2994	Mary Lawson	Caguas	PR	725
6372	Henry Smith	Woodside	NY	11377
9614	Patricia Frazier	Rosemead	CA	91770
555	Mildred Smith	Compton	CA	90220
8166	Patricia Smith	Aurora	IL	60504
1247	Robert Montgomery	Caguas	PR	725
9226	Grace Davis	Caguas	PR	725
6193	Mary Li	Quincy	MA	2169
4768	Amanda Hays	Caguas	PR	725
5178	Mary Willis	Caguas	PR	725
6443	Mary Salazar	Tempe	AZ	85281
10827	Janice Smith	Ventura	CA	93003
6646	Mary Lopez	Madison	WI	53704
8243	Gary Walker	New York	NY	10128
4224	Mary Smith	Brooklyn	NY	11236
7511	Mary Park	Miami	FL	33176
4727	Amanda Estes	Honolulu	HI	96822
1992	Mary Mann	Virginia Beach	VA	23462
6033	Mary Pitts	Chicago	IL	60620
9271	Christopher Smith	Fort Worth	TX	76106
7868	Michael Smith	Gwynn Oak	MD	21207
6115	Mary Smith	Caguas	PR	725
551	Doris Weaver	Caguas	PR	725
10924	Steven Smith	Visalia	CA	93277
1121	Kathleen Smith	Caguas	PR	725
6293	Mary Porter	Bristol	CT	6010
560	Emma Smith	Richmond	VA	23223
7913	Randy Edwards	Caguas	PR	725
2213	Henry Castaneda	Chapel Hill	NC	27514
2574	Martha Ward	Caguas	PR	725
12068	Mary Smith	Aurora	CO	80012
5401	Amber Smith	Caguas	PR	725
3683	Mary Fernandez	Caguas	PR	725
2820	Roy Smith	Chicago	IL	60617
4108	Mary Smith	Caguas	PR	725
3754	Mary Sims	Columbus	GA	31907
4555	Mary Smith	Caguas	PR	725
3613	Mary York	Brooklyn	NY	11201
11795	Eugene Lewis	Philadelphia	PA	19148
3176	Donna Smith	Caguas	PR	725
1853	Mary Austin	Caguas	PR	725
6930	Paul Morton	Honolulu	HI	96819
4267	Ashley Peters	Loveland	OH	45140
80	Joe Parsons	Caguas	PR	725
7674	Mary Smith	Caguas	PR	725
4156	Mary Smith	Fairfield	CA	94533
8433	Sharon Short	Ponce	PR	728
2246	Mary Lewis	Ontario	CA	91764
2940	Mary Smith	Caguas	PR	725
6769	Katherine Riley	Walnut	CA	91789
12349	Mary Arnold	Caguas	PR	725
8408	Patrick Smith	Columbus	OH	43229
3572	Mary Bennett	La Crosse	WI	54601
10508	Angela Meadows	Los Angeles	CA	90011
6938	Kathleen Smith	Albuquerque	NM	87112
9639	Mary Smith	Florissant	MO	63031
5489	Teresa Smith	Caguas	PR	725
1979	Kimberly Kramer	Caguas	PR	725
4086	James Smith	Caguas	PR	725
4558	Jennifer Smith	San Francisco	CA	94122
1057	Richard Haynes	Hayward	CA	94544
9657	Roy Williams	Caguas	PR	725
5001	Ann Waller	Caguas	PR	725
9171	Mary Bruce	Virginia Beach	VA	23464
1369	Mary Walker	Caguas	PR	725
7399	Mary Valdez	Los Angeles	CA	90006
5987	Mary Smith	Houston	TX	77015
4064	Mildred Smith	Pawtucket	RI	2860
11032	Mary Welch	Garden Grove	CA	92840
2456	Joan Donaldson	York	PA	17402
6410	Stephanie Smith	Sheboygan	WI	53081
409	Kevin Smith	Greensboro	NC	27406
4255	Brittany Smith	Caguas	PR	725
3968	Catherine Pacheco	Caguas	PR	725
3324	Mary Smith	Aurora	CO	80012
7844	Scott Smith	Mayaguez	PR	680
9321	Mary Silva	Caguas	PR	725
2504	Mary Smith	West Chester	PA	19380
8943	Brian Yates	Las Vegas	NV	89110
5193	Amanda Stokes	Caguas	PR	725
9915	Mary Pollard	Highland Park	MI	48203
7549	Timothy Ellison	Phoenix	AZ	85022
6989	Mary Smith	Caguas	PR	725
1694	Mary Thompson	Caguas	PR	725
1989	Richard Leach	Caguas	PR	725
1092	George Garcia	Caguas	PR	725
10711	Cynthia Campbell	Caguas	PR	725
8606	Mary Shah	Winter Park	FL	32792
1895	George Myers	Caguas	PR	725
8643	Mary Valenzuela	Ontario	CA	91761
10778	Mary Mercado	Lakewood	OH	44107
9705	Patricia Smith	Washington	DC	20002
2479	Mary Miller	Caguas	PR	725
5814	Debra Smith	Washington	DC	20020
1399	Mary Smith	Caguas	PR	725
10073	Megan Lee	West Orange	NJ	7052
3987	Alice Allen	Caguas	PR	725
12417	Mary Smith	Massapequa	NY	11758
12165	Christine Smith	Caguas	PR	725
8798	Maria Smith	Caguas	PR	725
7491	Sharon Dominguez	Caguas	PR	725
12346	Mary Smith	Santa Clara	CA	95051
3984	Brenda Webster	Kent	WA	98031
1797	Carolyn Smith	Memphis	TN	38118
4638	Donald Hayes	Caguas	PR	725
851	Mary Snyder	El Centro	CA	92243
8613	Mary Kirk	Caguas	PR	725
8786	Joseph Smith	Compton	CA	90221
8053	Mary Dennis	Caguas	PR	725
7786	Mary Price	Caguas	PR	725
3502	Mary Smith	Antioch	CA	94509
26	Johnny Hood	Glenview	IL	60025
189	Angela Peterson	San Marcos	TX	78666
3077	Albert Rush	Santa Ana	CA	92707
8348	Mary Maddox	Caguas	PR	725
10237	Margaret Davis	Medina	OH	44256
2773	Linda Hale	Caguas	PR	725
3431	Mary Berger	Caguas	PR	725
9454	Mary Carson	Long Beach	CA	90813
11698	Julie Tran	Chicago Heights	IL	60411
1653	Brian Gates	Caguas	PR	725
5391	Mary Smith	Roswell	GA	30075
12271	Mary Small	Ontario	CA	91761
10530	Mary Smith	Lake Forest	CA	92630
6906	Rebecca Watkins	Dallas	TX	75217
3932	Evelyn Smith	Asheboro	NC	27203
9261	Patrick Burnett	Fond Du Lac	WI	54935
6268	Mary Summers	Caguas	PR	725
8387	Richard Fuentes	Waipahu	HI	96797
4340	Stephen Beck	Caguas	PR	725
6346	Mary Cooley	Caguas	PR	725
4465	John Sanchez	Caguas	PR	725
354	Edward Peterson	Caguas	PR	725
10642	James Smith	Caguas	PR	725
7909	Aaron Mann	Caguas	PR	725
9490	Mary Glass	La Mesa	CA	91941
9741	Judith King	Caguas	PR	725
9546	Louis Holland	Caguas	PR	725
8905	Donna Smith	Augusta	GA	30907
2922	Madison Russo	Caguas	PR	725
5126	Karen Roberts	Wheeling	WV	26003
11314	Ashley Mclaughlin	Encinitas	CA	92024
7649	Mary Lopez	Chicago	IL	60640
3468	Mary Romero	San Francisco	CA	94110
9890	Christian Luna	Tempe	AZ	85281
12312	Jessica Figueroa	Gaithersburg	MD	20878
10894	Mary Castillo	Bellingham	WA	98226
7553	Mary Thompson	Caguas	PR	725
245	Deborah Smith	Yonkers	NY	10701
8658	Mary Allen	Caguas	PR	725
7297	Philip Smith	Carmichael	CA	95608
714	Mark Beltran	Caguas	PR	725
2150	Andrea Lawson	Caguas	PR	725
10371	Joseph Smith	Mount Prospect	IL	60056
12035	William Mcdaniel	Caguas	PR	725
8556	Daniel Pruitt	Bronx	NY	10469
8089	Evelyn Smith	Caguas	PR	725
707	Shawn Ortiz	Caguas	PR	725
6439	Mary Booth	Lancaster	SC	29720
11373	William Cohen	Caguas	PR	725
653	Jason Haas	Caguas	PR	725
11185	Barbara Smith	Bronx	NY	10453
9310	Timothy Smith	Caguas	PR	725
1334	Roger Dunlap	Caguas	PR	725
2183	Richard Smith	Caguas	PR	725
8184	Mary Smith	Brooklyn	NY	11229
8547	Melissa Cunningham	Pompano Beach	FL	33064
6998	Catherine Jimenez	Caguas	PR	725
6483	Mary Smith	Baltimore	MD	21224
7614	Paul Martin	Caguas	PR	725
3425	Andrea Smith	Caguas	PR	725
5073	Mary Frazier	Poway	CA	92064
9097	Mary Padilla	Caguas	PR	725
4482	Randy Elliott	Caguas	PR	725
5513	Mary Smith	Caguas	PR	725
11751	Mary Smith	Caguas	PR	725
5244	Alexander Meyer	Bronx	NY	10457
12118	Mary Zimmerman	Orlando	FL	32825
3206	Mary Smith	North Tonawanda	NY	14120
8891	Michael Smith	Detroit	MI	48235
2990	Michael Smith	Los Angeles	CA	90002
6463	Mary Smith	Carlsbad	CA	92009
11033	Matthew Fields	Laredo	TX	78046
6800	Christine Ford	West Covina	CA	91790
3162	Wayne Smith	Caguas	PR	725
2038	Tammy Smith	Caguas	PR	725
8079	Mary Burnett	Spring Valley	NY	10977
